Player_Name,Tournament,Team,Price,Status
https://www.kabaddiadda.com/player/pawan-kumar-sehrawat-1000070?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,226.00 L,SOLD
https://www.kabaddiadda.com/player/pawan-kumar-sehrawat-1000070?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,86.60 L,RETAINED
https://www.kabaddiadda.com/player/pawan-kumar-sehrawat-1000070?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,78.00 L,RETAINED
https://www.kabaddiadda.com/player/pawan-kumar-sehrawat-1000070?tab=auction,Pro Kabaddi Season 6,Bengaluru Bulls,52.80 L,SOLD
https://www.kabaddiadda.com/player/pawan-kumar-sehrawat-1000070?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,13.80 L,SOLD
https://www.kabaddiadda.com/player/pawan-kumar-sehrawat-1000070?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
https://www.kabaddiadda.com/player/pardeep-narwal-1000130?tab=auction,Pro Kabaddi Season 9,UP Yoddhas,90.00 L,FBM
https://www.kabaddiadda.com/player/pardeep-narwal-1000130?tab=auction,Pro Kabaddi Season 8,UP Yoddha,165.00 L,SOLD
https://www.kabaddiadda.com/player/pardeep-narwal-1000130?tab=auction,Pro Kabaddi Season 7,Patna Pirates,77.83 L,RETAINED
https://www.kabaddiadda.com/player/pardeep-narwal-1000130?tab=auction,Pro Kabaddi Season 6,Patna Pirates,60.50 L,RETAINED
https://www.kabaddiadda.com/player/pardeep-narwal-1000130?tab=auction,Pro Kabaddi Season 5,Patna Pirates,55.00 L,RETAINED
https://www.kabaddiadda.com/player/pardeep-narwal-1000130?tab=auction,Pro Kabaddi Season 4,Patna Pirates,20.00 L,SOLD
https://www.kabaddiadda.com/player/deepak-niwas-hooda-1000143?tab=auction,Pro Kabaddi Season 9,Bengal Warriors,43.00 L,SOLD
https://www.kabaddiadda.com/player/deepak-niwas-hooda-1000143?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,55.00 L,FBM
https://www.kabaddiadda.com/player/deepak-niwas-hooda-1000143?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,126.50 L,RETAINED
https://www.kabaddiadda.com/player/deepak-niwas-hooda-1000143?tab=auction,Pro Kabaddi Season 6,Jaipur Pink Panthers,115.00 L,SOLD
https://www.kabaddiadda.com/player/deepak-niwas-hooda-1000143?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,72.60 L,RETAINED
https://www.kabaddiadda.com/player/deepak-niwas-hooda-1000143?tab=auction,Pro Kabaddi Season 4,Puneri Paltan,22.00 L,SOLD
https://www.kabaddiadda.com/player/rahul-chaudhari-1000192?tab=auction,Pro Kabaddi Season 9,Jaipur Pink Panthers,10.00 L,SOLD
https://www.kabaddiadda.com/player/rahul-chaudhari-1000192?tab=auction,Pro Kabaddi Season 8,Puneri Paltan,40.00 L,SOLD
https://www.kabaddiadda.com/player/rahul-chaudhari-1000192?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,94.00 L,SOLD
https://www.kabaddiadda.com/player/rahul-chaudhari-1000192?tab=auction,Pro Kabaddi Season 6,Telugu Titans,129.00 L,SOLD
https://www.kabaddiadda.com/player/rahul-chaudhari-1000192?tab=auction,Pro Kabaddi Season 5,Telugu Titans,53.90 L,RETAINED
https://www.kabaddiadda.com/player/rahul-chaudhari-1000192?tab=auction,Pro Kabaddi Season 4,Telugu Titans,20.00 L,SOLD
https://www.kabaddiadda.com/player/maninder-singh-1000026?tab=auction,Pro Kabaddi Season 9,Bengal Warriors,95.30 L,RETAINED
https://www.kabaddiadda.com/player/maninder-singh-1000026?tab=auction,Pro Kabaddi Season 8,Bengal Warriors,87.00 L,RETAINED
https://www.kabaddiadda.com/player/maninder-singh-1000026?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,78.00 L,RETAINED
https://www.kabaddiadda.com/player/maninder-singh-1000026?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,56.80 L,RETAINED
https://www.kabaddiadda.com/player/maninder-singh-1000026?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,45.50 L,SOLD
https://www.kabaddiadda.com/player/naveen-kumar-1000394?tab=auction,Pro Kabaddi Season 9,Dabang Delhi KC,100.00 L,RETAINED
https://www.kabaddiadda.com/player/naveen-kumar-1000394?tab=auction,Pro Kabaddi Season 8,Dabang Delhi KC,90.00 L,RETAINED
https://www.kabaddiadda.com/player/naveen-kumar-1000394?tab=auction,Pro Kabaddi Season 7,Dabang Delhi KC,30.00 L,RETAINED
https://www.kabaddiadda.com/player/naveen-kumar-1000394?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,6.60 L,RETAINED
https://www.kabaddiadda.com/player/sachin-1000073?tab=auction,Pro Kabaddi Season 9,Patna Pirates,81.00 L,FBM
https://www.kabaddiadda.com/player/sachin-1000073?tab=auction,Pro Kabaddi Season 8,Patna Pirates,84.00 L,SOLD
https://www.kabaddiadda.com/player/sachin-1000073?tab=auction,Pro Kabaddi Season 7,Gujarat Fortunegiants,78.00 L,RETAINED
https://www.kabaddiadda.com/player/sachin-1000073?tab=auction,Pro Kabaddi Season 6,Gujarat Fortunegiants,56.87 L,RETAINED
https://www.kabaddiadda.com/player/sachin-1000073?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,36.00 L,SOLD
https://www.kabaddiadda.com/player/sandeep-narwal-1000153?tab=auction,Pro Kabaddi Season 8,Dabang Delhi KC,60.00 L,SOLD
https://www.kabaddiadda.com/player/sandeep-narwal-1000153?tab=auction,Pro Kabaddi Season 7,U Mumba,89.00 L,SOLD
https://www.kabaddiadda.com/player/sandeep-narwal-1000153?tab=auction,Pro Kabaddi Season 6,Puneri Paltan,72.60 L,RETAINED
https://www.kabaddiadda.com/player/sandeep-narwal-1000153?tab=auction,Pro Kabaddi Season 5,Puneri Paltan,66.00 L,SOLD
https://www.kabaddiadda.com/player/sandeep-narwal-1000153?tab=auction,Pro Kabaddi Season 4,Telugu Titans,45.50 L,SOLD
https://www.kabaddiadda.com/player/manjeet-chhillar-1000109?tab=auction,Pro Kabaddi Season 8,Dabang Delhi KC,20.00 L,SOLD
https://www.kabaddiadda.com/player/manjeet-chhillar-1000109?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,23.00 L,RETAINED
https://www.kabaddiadda.com/player/manjeet-chhillar-1000109?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,20.00 L,SOLD
https://www.kabaddiadda.com/player/manjeet-chhillar-1000109?tab=auction,Pro Kabaddi Season 5,Jaipur Pink Panthers,75.50 L,SOLD
https://www.kabaddiadda.com/player/manjeet-chhillar-1000109?tab=auction,Pro Kabaddi Season 4,Puneri Paltan,27.00 L,SOLD
https://www.kabaddiadda.com/player/ajay-thakur-1000159?tab=auction,Pro Kabaddi Season 8,Dabang Delhi KC,46.00 L,SOLD
https://www.kabaddiadda.com/player/ajay-thakur-1000159?tab=auction,Pro Kabaddi Season 7,Tamil Thalaivas,84.00 L,RETAINED
https://www.kabaddiadda.com/player/ajay-thakur-1000159?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,76.23 L,RETAINED
https://www.kabaddiadda.com/player/ajay-thakur-1000159?tab=auction,Pro Kabaddi Season 5,Tamil Thalaivas,69.30 L,SOLD
https://www.kabaddiadda.com/player/ajay-thakur-1000159?tab=auction,Pro Kabaddi Season 4,Puneri Paltan,19.00 L,SOLD
https://www.kabaddiadda.com/player/vikas-kandola-1000100?tab=auction,Pro Kabaddi Season 9,Bengaluru Bulls,170.00 L,SOLD
https://www.kabaddiadda.com/player/vikas-kandola-1000100?tab=auction,Pro Kabaddi Season 8,Haryana Steelers,87.00 L,RETAINED
https://www.kabaddiadda.com/player/vikas-kandola-1000100?tab=auction,Pro Kabaddi Season 7,Haryana Steelers,77.83 L,RETAINED
https://www.kabaddiadda.com/player/vikas-kandola-1000100?tab=auction,Pro Kabaddi Season 6,Haryana Steelers,47.00 L,SOLD
https://www.kabaddiadda.com/player/vikas-kandola-1000100?tab=auction,Pro Kabaddi Season 5,Haryana Steelers,15.20 L,SOLD
https://www.kabaddiadda.com/player/po-surjeet-singh-1000033?tab=auction,Pro Kabaddi Season 9,Telugu Titans,50.00 L,SOLD
https://www.kabaddiadda.com/player/po-surjeet-singh-1000033?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,75.00 L,SOLD
https://www.kabaddiadda.com/player/po-surjeet-singh-1000033?tab=auction,Pro Kabaddi Season 7,Puneri Paltan,56.00 L,SOLD
https://www.kabaddiadda.com/player/po-surjeet-singh-1000033?tab=auction,Pro Kabaddi Season 6,Bengal Warriors,80.30 L,RETAINED
https://www.kabaddiadda.com/player/po-surjeet-singh-1000033?tab=auction,Pro Kabaddi Season 5,Bengal Warriors,73.00 L,SOLD
https://www.kabaddiadda.com/player/rishank-devadiga-1000232?tab=auction,Pro Kabaddi Season 8,Bengal Warriors,20.00 L,SOLD
https://www.kabaddiadda.com/player/rishank-devadiga-1000232?tab=auction,Pro Kabaddi Season 7,UP Yoddha,61.00 L,FBM
https://www.kabaddiadda.com/player/rishank-devadiga-1000232?tab=auction,Pro Kabaddi Season 6,UP Yoddha,111.00 L,SOLD
https://www.kabaddiadda.com/player/rishank-devadiga-1000232?tab=auction,Pro Kabaddi Season 5,UP Yoddha,45.50 L,SOLD
https://www.kabaddiadda.com/player/rishank-devadiga-1000232?tab=auction,Pro Kabaddi Season 4,U Mumba,17.40 L,SOLD
https://www.kabaddiadda.com/player/shrikant-jadhav-1000218?tab=auction,Pro Kabaddi Season 9,Bengal Warriors,26.00 L,SOLD
https://www.kabaddiadda.com/player/shrikant-jadhav-1000218?tab=auction,Pro Kabaddi Season 8,UP Yoddha,72.00 L,FBM
https://www.kabaddiadda.com/player/shrikant-jadhav-1000218?tab=auction,Pro Kabaddi Season 7,UP Yoddha,68.00 L,FBM
https://www.kabaddiadda.com/player/shrikant-jadhav-1000218?tab=auction,Pro Kabaddi Season 6,UP Yoddha,37.00 L,SOLD
